uniqueIdentifier,amount,date,bankName
BNI8076,112092,2024-01-24,BNI
BNI8077,-109077,2024-01-07,BNI
BNI8078,-127396,2024-01-04,BNI
BRI8079,-103561,2024-01-18,BRI
Mandiri8080,-100769,2024-01-29,Mandiri
Mandiri8081,-109254,2024-01-25,Mandiri
BCA8082,129575,2024-01-04,BCA
BCA8083,117793,2024-01-25,BCA
Mandiri8084,-131778,2024-01-23,Mandiri
BCA8085,-126944,2024-01-20,BCA
BRI8086,103962,2024-01-29,BRI
BCA8087,-103441,2024-01-22,BCA
BCA8088,-110570,2024-01-15,BCA
BRI8089,-113106,2024-01-02,BRI
BCA8090,-111513,2024-01-08,BCA
BNI8091,-124299,2024-01-16,BNI
Mandiri8092,120218,2024-01-11,Mandiri
Mandiri8093,-125566,2024-01-13,Mandiri
BCA8094,-118676,2024-01-26,BCA
BCA8095,131008,2024-01-09,BCA
BCA8096,109328,2024-01-06,BCA
BNI8097,125305,2024-01-23,BNI
Mandiri8098,112661,2024-01-05,Mandiri
BCA8099,103415,2024-01-10,BCA
BCA8100,-113913,2024-01-24,BCA
Mandiri8101,100098,2024-01-31,Mandiri
BNI8102,131668,2024-01-18,BNI
BCA8103,-116329,2024-01-02,BCA
BCA8104,-131544,2024-01-28,BCA
BCA8105,113091,2024-01-21,BCA
BCA8106,-106619,2024-01-12,BCA
BCA8107,114653,2024-01-12,BCA
Mandiri8108,-126004,2024-01-23,Mandiri
BRI8109,119625,2024-01-12,BRI
Mandiri8110,115513,2024-01-04,Mandiri
Mandiri8111,-117767,2024-01-28,Mandiri
Mandiri8112,132740,2024-01-28,Mandiri
BCA8113,-100163,2024-01-26,BCA
Mandiri8114,-127752,2024-01-12,Mandiri
Mandiri8115,114848,2024-01-27,Mandiri
BCA8116,-124122,2024-01-29,BCA
BCA8117,123261,2024-01-23,BCA
BRI8118,-101693,2024-01-10,BRI
BCA8119,108868,2024-01-25,BCA
BCA8120,-129104,2024-01-24,BCA
BNI8121,132763,2024-01-10,BNI
BCA8122,-102611,2024-01-25,BCA
Mandiri8123,128014,2024-01-01,Mandiri
Mandiri8124,-102454,2024-01-01,Mandiri
BRI8125,121749,2024-01-06,BRI
BNI8126,124662,2024-01-23,BNI
BNI8127,-105205,2024-01-11,BNI
BNI8128,103671,2024-01-03,BNI
Mandiri8129,-126965,2024-01-07,Mandiri
BNI8130,-103249,2024-01-17,BNI
Mandiri8131,-132579,2024-01-27,Mandiri
BNI8132,116943,2024-01-09,BNI
BCA8133,116433,2024-01-08,BCA
BCA8134,129047,2024-01-26,BCA
BNI8135,-106905,2024-01-07,BNI
Mandiri8136,105006,2024-01-06,Mandiri
BNI8137,121481,2024-01-09,BNI
BRI8138,-104915,2024-01-19,BRI
Mandiri8139,-124741,2024-01-01,Mandiri
BCA8140,-119786,2024-01-06,BCA
BRI8141,-128832,2024-01-03,BRI
BCA8142,-102127,2024-01-23,BCA
BCA8143,-119007,2024-01-15,BCA
BRI8144,112422,2024-01-13,BRI
Mandiri8145,116764,2024-01-12,Mandiri
BRI8146,100100,2024-01-03,BRI
BNI8147,128583,2024-01-27,BNI
BCA8148,117508,2024-01-21,BCA
Mandiri8149,-111420,2024-01-29,Mandiri
BCA8150,103911,2024-01-04,BCA
BNI8151,118559,2024-01-29,BNI
BCA8152,126477,2024-01-18,BCA
Mandiri8153,123004,2024-01-02,Mandiri
BCA8154,-110190,2024-01-22,BCA
BNI8155,-120168,2024-01-13,BNI
BCA8156,128347,2024-01-19,BCA
BCA8157,-100075,2024-01-03,BCA
BRI8158,-129285,2024-01-26,BRI
BCA8159,132318,2024-01-01,BCA
BNI8160,-124299,2024-01-09,BNI
BNI8161,122119,2024-01-24,BNI
BCA8162,-127477,2024-01-17,BCA
Mandiri8163,127763,2024-01-02,Mandiri
BNI8164,-102757,2024-01-25,BNI
Mandiri8165,116670,2024-01-01,Mandiri
BNI8166,129902,2024-01-09,BNI
BRI8167,130125,2024-01-30,BRI
BNI8168,-109127,2024-01-28,BNI
Mandiri8169,107556,2024-01-06,Mandiri
Mandiri8170,118616,2024-01-09,Mandiri
BCA8171,114975,2024-01-09,BCA
Mandiri8172,101973,2024-01-09,Mandiri
BRI8173,116723,2024-01-04,BRI
Mandiri8174,130269,2024-01-28,Mandiri
BCA8175,-127176,2024-01-11,BCA
BRI8176,122977,2024-01-19,BRI
BCA8177,103623,2024-01-31,BCA
BRI8178,122293,2024-01-23,BRI
BCA8179,-105550,2024-01-09,BCA
BNI8180,112027,2024-01-29,BNI
BRI8181,113173,2024-01-15,BRI
Mandiri8182,-110383,2024-01-14,Mandiri
BCA8183,101977,2024-01-07,BCA
BCA8184,-124152,2024-01-06,BCA
Mandiri8185,-131567,2024-01-04,Mandiri
BRI8186,-113412,2024-01-30,BRI
Mandiri8187,-123856,2024-01-31,Mandiri
BRI8188,115810,2024-01-14,BRI
Mandiri8189,115833,2024-01-19,Mandiri
BNI8190,113626,2024-01-05,BNI
BRI8191,123189,2024-01-12,BRI
BCA8192,122787,2024-01-26,BCA
Mandiri8193,-122409,2024-01-12,Mandiri
BCA8194,125336,2024-01-11,BCA
Mandiri8195,114879,2024-01-30,Mandiri
BRI8196,-128274,2024-01-28,BRI
BRI8197,115905,2024-01-25,BRI
Mandiri8198,-121199,2024-01-17,Mandiri
BCA8199,128315,2024-01-28,BCA
BCA8200,115706,2024-01-23,BCA
BCA8201,-104204,2024-01-06,BCA
BRI8202,-105891,2024-01-16,BRI
Mandiri8203,105891,2024-01-27,Mandiri
BRI8204,-129229,2024-01-18,BRI
BRI8205,-115546,2024-01-19,BRI
Mandiri8206,-119069,2024-01-19,Mandiri
Mandiri8207,107898,2024-01-17,Mandiri
Mandiri8208,115469,2024-01-17,Mandiri
BNI8209,-106684,2024-01-03,BNI
Mandiri8210,-129713,2024-01-07,Mandiri
Mandiri8211,118253,2024-01-30,Mandiri
BCA8212,123124,2024-01-26,BCA
BRI8213,-104192,2024-01-31,BRI
BCA8214,-128047,2024-01-11,BCA
Mandiri8215,-105386,2024-01-28,Mandiri
BCA8216,-109801,2024-01-20,BCA
Mandiri8217,-110954,2024-01-10,Mandiri
BNI8218,114987,2024-01-30,BNI
BNI8219,-124286,2024-01-28,BNI
BCA8220,-129186,2024-01-04,BCA
Mandiri8221,-112695,2024-01-17,Mandiri
BCA8222,-131467,2024-01-18,BCA
BRI8223,130992,2024-01-16,BRI
BCA8224,115224,2024-01-19,BCA
BRI8225,-109777,2024-01-27,BRI
BNI8226,125908,2024-01-20,BNI
BNI8227,-114720,2024-01-12,BNI
Mandiri8228,-101934,2024-01-10,Mandiri
BRI8229,115921,2024-01-11,BRI
Mandiri8230,-129843,2024-01-04,Mandiri
BRI8231,120605,2024-01-29,BRI
Mandiri8232,128287,2024-01-03,Mandiri
BRI8233,114616,2024-01-30,BRI
Mandiri8234,113997,2024-01-01,Mandiri
BCA8235,-112905,2024-01-30,BCA
BRI8236,-109739,2024-01-21,BRI
BNI8237,-111469,2024-01-01,BNI
BRI8238,125894,2024-01-24,BRI
BNI8239,103598,2024-01-08,BNI
Mandiri8240,105473,2024-01-26,Mandiri
BNI8241,109429,2024-01-28,BNI
Mandiri8242,-114066,2024-01-28,Mandiri
BNI8243,103005,2024-01-16,BNI
BCA8244,-116074,2024-01-26,BCA
Mandiri8245,112372,2024-01-12,Mandiri
BRI8246,105470,2024-01-27,BRI
BCA8247,-120779,2024-01-09,BCA
Mandiri8248,-102841,2024-01-21,Mandiri
Mandiri8249,115046,2024-01-04,Mandiri
BCA8250,108412,2024-01-16,BCA
Mandiri8251,101546,2024-01-16,Mandiri
Mandiri8252,117108,2024-01-14,Mandiri
BCA8253,119324,2024-01-31,BCA
Mandiri8254,-112689,2024-01-30,Mandiri
BCA8255,121865,2024-01-22,BCA
BRI8256,-116673,2024-01-04,BRI
BCA8257,-102008,2024-01-26,BCA
Mandiri8258,116287,2024-01-16,Mandiri
BNI8259,110188,2024-01-20,BNI
Mandiri8260,111378,2024-01-03,Mandiri
BCA8261,105191,2024-01-23,BCA
Mandiri8262,124370,2024-01-19,Mandiri
Mandiri8263,-104618,2024-01-27,Mandiri
BRI8264,116623,2024-01-31,BRI
BRI8265,-112290,2024-01-31,BRI
BRI8266,-115436,2024-01-26,BRI
Mandiri8267,113545,2024-01-15,Mandiri
BNI8268,130887,2024-01-16,BNI
BCA8269,110115,2024-01-08,BCA
BCA8270,116975,2024-01-07,BCA
Mandiri8271,102426,2024-01-25,Mandiri
BCA8272,-107541,2024-01-28,BCA
BCA8273,-131176,2024-01-16,BCA
BNI8274,123374,2024-01-20,BNI
BRI8275,122068,2024-01-31,BRI
Mandiri8276,104274,2024-01-14,Mandiri
BCA8277,-119530,2024-01-30,BCA
BNI8278,129459,2024-01-30,BNI
BRI8279,-118642,2024-01-26,BRI
BNI8280,-121663,2024-01-23,BNI
BNI8281,-102490,2024-01-01,BNI
BRI8282,110735,2024-01-02,BRI
BNI8283,-128909,2024-01-04,BNI
Mandiri8284,109103,2024-01-13,Mandiri
BRI8285,-118305,2024-01-16,BRI
BCA8286,125412,2024-01-08,BCA
BNI8287,105975,2024-01-09,BNI
BRI8288,-108407,2024-01-20,BRI
BRI8289,-119957,2024-01-27,BRI
BNI8290,-107123,2024-01-17,BNI
BNI8291,-111837,2024-01-20,BNI
Mandiri8292,128533,2024-01-11,Mandiri
BRI8293,124411,2024-01-15,BRI
BNI8294,-113252,2024-01-12,BNI
BNI8295,122010,2024-01-21,BNI
Mandiri8296,114978,2024-01-10,Mandiri
BRI8297,-106559,2024-01-20,BRI
BCA8298,-106265,2024-01-17,BCA
BCA8299,-112988,2024-01-28,BCA
Mandiri8300,-131576,2024-01-08,Mandiri
BNI8301,-103797,2024-01-12,BNI
BCA8302,-131250,2024-01-27,BCA
BCA8303,-103800,2024-01-16,BCA
BCA8304,102434,2024-01-29,BCA
BNI8305,-128782,2024-01-26,BNI
Mandiri8306,130911,2024-01-24,Mandiri
BCA8307,-101516,2024-01-07,BCA
BRI8308,-116486,2024-01-16,BRI
BCA8309,126937,2024-01-12,BCA
BNI8310,130152,2024-01-20,BNI
Mandiri8311,-113497,2024-01-01,Mandiri
BRI8312,-118099,2024-01-31,BRI
BCA8313,100544,2024-01-08,BCA
Mandiri8314,129788,2024-01-08,Mandiri
Mandiri8315,110685,2024-01-12,Mandiri
BCA8316,-117292,2024-01-08,BCA
BNI8317,-111678,2024-01-30,BNI
BRI8318,113852,2024-01-08,BRI
Mandiri8319,-104755,2024-01-19,Mandiri
BNI8320,-103441,2024-01-05,BNI
BCA8321,122017,2024-01-09,BCA
Mandiri8322,-132614,2024-01-23,Mandiri
BNI8323,-125098,2024-01-29,BNI
BRI8324,-107920,2024-01-16,BRI
BRI8325,102660,2024-01-10,BRI
BRI8326,112129,2024-01-31,BRI
BNI8327,127398,2024-01-15,BNI
BRI8328,-123823,2024-01-18,BRI
BCA8329,109834,2024-01-03,BCA
Mandiri8330,106092,2024-01-05,Mandiri
Mandiri8331,111288,2024-01-06,Mandiri
BRI8332,-131606,2024-01-05,BRI
BRI8333,-104282,2024-01-30,BRI
BRI8334,-116517,2024-01-15,BRI
Mandiri8335,118399,2024-01-28,Mandiri
BRI8336,102655,2024-01-22,BRI
Mandiri8337,-127710,2024-01-23,Mandiri
Mandiri8338,100731,2024-01-01,Mandiri
Mandiri8339,126140,2024-01-14,Mandiri
BRI8340,131294,2024-01-31,BRI
BNI8341,-122555,2024-01-17,BNI
BRI8342,110387,2024-01-25,BRI
Mandiri8343,-131127,2024-01-16,Mandiri
BCA8344,108495,2024-01-13,BCA
BNI8345,106766,2024-01-30,BNI
BRI8346,131419,2024-01-16,BRI
BNI8347,109908,2024-01-22,BNI
BRI8348,103618,2024-01-14,BRI
BCA8349,120938,2024-01-15,BCA
BRI8350,127697,2024-01-25,BRI
Mandiri8351,-118131,2024-01-07,Mandiri
BRI8352,113767,2024-01-12,BRI
BCA8353,102420,2024-01-10,BCA
Mandiri8354,119441,2024-01-21,Mandiri
BNI8355,-117515,2024-01-20,BNI
BNI8356,117722,2024-01-07,BNI
BCA8357,119547,2024-01-15,BCA
BNI8358,111041,2024-01-24,BNI
Mandiri8359,-119428,2024-01-12,Mandiri
Mandiri8360,109838,2024-01-02,Mandiri
Mandiri8361,104825,2024-01-11,Mandiri
Mandiri8362,125309,2024-01-09,Mandiri
BRI8363,-103383,2024-01-02,BRI
BRI8364,100602,2024-01-27,BRI
BRI8365,110028,2024-01-27,BRI
BCA8366,-126050,2024-01-28,BCA
BNI8367,102631,2024-01-15,BNI
BCA8368,119684,2024-01-24,BCA
BRI8369,-123729,2024-01-22,BRI
BRI8370,-118747,2024-01-21,BRI
BNI8371,-111772,2024-01-19,BNI
BRI8372,-109872,2024-01-07,BRI
Mandiri8373,113797,2024-01-27,Mandiri
Mandiri8374,-112942,2024-01-12,Mandiri
BCA8375,110276,2024-01-30,BCA
Mandiri8376,-108168,2024-01-16,Mandiri
BCA8377,121788,2024-01-03,BCA
BCA8378,-105028,2024-01-17,BCA
BCA8379,-118953,2024-01-30,BCA
BCA8380,110921,2024-01-21,BCA
Mandiri8381,-121502,2024-01-19,Mandiri
BRI8382,125499,2024-01-19,BRI
BNI8383,-124529,2024-01-22,BNI
BNI8384,-117586,2024-01-21,BNI
BNI8385,-124005,2024-01-30,BNI
BRI8386,-116140,2024-01-09,BRI
BNI8387,117048,2024-01-14,BNI
BNI8388,110412,2024-01-11,BNI
BRI8389,110296,2024-01-13,BRI
Mandiri8390,-107196,2024-01-06,Mandiri
BRI8391,108014,2024-01-20,BRI
BCA8392,-104216,2024-01-21,BCA
BNI8393,-110085,2024-01-11,BNI
BNI8394,132324,2024-01-26,BNI
BCA8395,-111856,2024-01-22,BCA
BCA8396,-121851,2024-01-04,BCA
BRI8397,-106177,2024-01-08,BRI
BCA8398,121983,2024-01-27,BCA
Mandiri8399,122472,2024-01-28,Mandiri
BRI8400,131211,2024-01-13,BRI
BRI8401,-115679,2024-01-09,BRI
BRI8402,-130583,2024-01-14,BRI
BRI8403,-100197,2024-01-07,BRI
Mandiri8404,127063,2024-01-19,Mandiri
BNI8405,-127538,2024-01-29,BNI
BRI8406,-122223,2024-01-08,BRI
BRI8407,-132025,2024-01-07,BRI
BRI8408,-131416,2024-01-21,BRI
BRI8409,116547,2024-01-14,BRI
Mandiri8410,-129103,2024-01-16,Mandiri
Mandiri8411,-125076,2024-01-24,Mandiri
Mandiri8412,-131866,2024-01-25,Mandiri
BNI8413,-108242,2024-01-07,BNI
Mandiri8414,-105746,2024-01-14,Mandiri
BCA8415,113636,2024-01-25,BCA
BRI8416,124841,2024-01-08,BRI
BNI8417,-121614,2024-01-04,BNI
BRI8418,129263,2024-01-02,BRI
BNI8419,-113770,2024-01-21,BNI
BRI8420,-119357,2024-01-29,BRI
BRI8421,127891,2024-01-29,BRI
BCA8422,-104970,2024-01-17,BCA
BRI8423,114331,2024-01-19,BRI
BNI8424,-104356,2024-01-06,BNI
BCA8425,-114470,2024-01-24,BCA
BNI8426,119097,2024-01-07,BNI
BNI8427,121404,2024-01-30,BNI
BRI8428,-130162,2024-01-30,BRI
BRI8429,-130097,2024-01-23,BRI
BNI8430,106390,2024-01-02,BNI
BCA8431,-124091,2024-01-28,BCA
Mandiri8432,113897,2024-01-21,Mandiri
BNI8433,-105472,2024-01-24,BNI
Mandiri8434,105415,2024-01-17,Mandiri
BCA8435,-128077,2024-01-10,BCA
BCA8436,-109225,2024-01-25,BCA
BCA8437,-111800,2024-01-23,BCA
BNI8438,129807,2024-01-07,BNI
BCA8439,124876,2024-01-04,BCA
Mandiri8440,125974,2024-01-29,Mandiri
BNI8441,130587,2024-01-20,BNI
BNI8442,109076,2024-01-05,BNI
BCA8443,-110414,2024-01-06,BCA
Mandiri8444,108941,2024-01-30,Mandiri
BNI8445,-128254,2024-01-17,BNI
BNI8446,-106862,2024-01-01,BNI
BRI8447,-119172,2024-01-09,BRI
BRI8448,111685,2024-01-29,BRI
BNI8449,131461,2024-01-16,BNI
BCA8450,-123378,2024-01-29,BCA
BNI8451,-125399,2024-01-07,BNI
BNI8452,127749,2024-01-10,BNI
Mandiri8453,-113699,2024-01-07,Mandiri
Mandiri8454,-115907,2024-01-06,Mandiri
BRI8455,105283,2024-01-24,BRI
Mandiri8456,-106634,2024-01-31,Mandiri
BRI8457,109907,2024-01-06,BRI
Mandiri8458,101140,2024-01-14,Mandiri
BRI8459,111601,2024-01-09,BRI
Mandiri8460,108470,2024-01-17,Mandiri
BNI8461,-107542,2024-01-03,BNI
BCA8462,-121277,2024-01-08,BCA
BCA8463,-130454,2024-01-12,BCA
BCA8464,-108920,2024-01-07,BCA
BRI8465,-130859,2024-01-10,BRI
BCA8466,101507,2024-01-19,BCA
Mandiri8467,128654,2024-01-23,Mandiri
BCA8468,129150,2024-01-25,BCA
BRI8469,132368,2024-01-22,BRI
BNI8470,-101671,2024-01-06,BNI
BCA8471,-126903,2024-01-21,BCA
BNI8472,104091,2024-01-02,BNI
BNI8473,-108220,2024-01-06,BNI
BNI8474,105003,2024-01-18,BNI
BCA8475,117517,2024-01-30,BCA
BCA8476,131064,2024-01-13,BCA
Mandiri8477,117017,2024-01-05,Mandiri
BNI8478,108902,2024-01-31,BNI
BNI8479,-120585,2024-01-01,BNI
Mandiri8480,118781,2024-01-09,Mandiri
BRI8481,-127298,2024-01-23,BRI
BCA8482,-119373,2024-01-10,BCA
Mandiri8483,-131769,2024-01-18,Mandiri
Mandiri8484,101373,2024-01-30,Mandiri
BCA8485,-126849,2024-01-26,BCA
BNI8486,-125950,2024-01-13,BNI
BNI8487,-124574,2024-01-20,BNI
BCA8488,-106403,2024-01-05,BCA
BNI8489,-124165,2024-01-31,BNI
BCA8490,-117516,2024-01-26,BCA
Mandiri8491,-122441,2024-01-20,Mandiri
BRI8492,120607,2024-01-12,BRI
BCA8493,114790,2024-01-21,BCA
BCA8494,117517,2024-01-01,BCA
Mandiri8495,-110259,2024-01-07,Mandiri
BNI8496,123663,2024-01-16,BNI
BRI8497,101593,2024-01-28,BRI
Mandiri8498,102371,2024-01-24,Mandiri
BNI8499,128351,2024-01-20,BNI
Mandiri8500,-111150,2024-01-19,Mandiri
BCA8501,-110642,2024-01-15,BCA
BNI8502,109261,2024-01-26,BNI
BRI8503,-121905,2024-01-01,BRI
Mandiri8504,-109758,2024-01-18,Mandiri
BNI8505,-127901,2024-01-13,BNI
BRI8506,102187,2024-01-15,BRI
BNI8507,118283,2024-01-12,BNI
BNI8508,-105910,2024-01-25,BNI
BCA8509,127772,2024-01-28,BCA
BCA8510,-131860,2024-01-02,BCA
BRI8511,-108588,2024-01-01,BRI
BCA8512,120234,2024-01-19,BCA
BRI8513,118718,2024-01-07,BRI
BCA8514,128920,2024-01-01,BCA
Mandiri8515,-107591,2024-01-25,Mandiri
BNI8516,-119676,2024-01-19,BNI
Mandiri8517,114852,2024-01-19,Mandiri
BRI8518,-128213,2024-01-15,BRI
BRI8519,128869,2024-01-25,BRI
BRI8520,-130759,2024-01-19,BRI
Mandiri8521,122548,2024-01-15,Mandiri
BRI8522,-132539,2024-01-08,BRI
BNI8523,123259,2024-01-21,BNI
BCA8524,114694,2024-01-03,BCA
BNI8525,116505,2024-01-31,BNI
BNI8526,-118686,2024-01-03,BNI
BRI8527,109001,2024-01-15,BRI
BNI8528,-131719,2024-01-22,BNI
Mandiri8529,127106,2024-01-11,Mandiri
BCA8530,-115071,2024-01-21,BCA
BNI8531,-115704,2024-01-29,BNI
BCA8532,125970,2024-01-19,BCA
BNI8533,-118549,2024-01-03,BNI
BRI8534,100122,2024-01-30,BRI
Mandiri8535,104946,2024-01-09,Mandiri
BRI8536,-120408,2024-01-20,BRI
BNI8537,-107319,2024-01-15,BNI
BNI8538,-109486,2024-01-26,BNI
BRI8539,-112255,2024-01-11,BRI
BCA8540,-120348,2024-01-27,BCA
BRI8541,102142,2024-01-01,BRI
Mandiri8542,104590,2024-01-25,Mandiri
Mandiri8543,117923,2024-01-12,Mandiri
BRI8544,121891,2024-01-29,BRI
Mandiri8545,118385,2024-01-05,Mandiri
BRI8546,-121707,2024-01-12,BRI
Mandiri8547,120761,2024-01-19,Mandiri
BCA8548,113627,2024-01-07,BCA
BRI8549,110213,2024-01-23,BRI
BNI8550,-122974,2024-01-20,BNI
BCA8551,118863,2024-01-01,BCA
BRI8552,107469,2024-01-27,BRI
Mandiri8553,106199,2024-01-22,Mandiri
BNI8554,-101304,2024-01-02,BNI
BCA8555,-111039,2024-01-17,BCA
BCA8556,-119747,2024-01-16,BCA
BRI8557,129577,2024-01-30,BRI
BCA8558,122760,2024-01-30,BCA
BNI8559,-117905,2024-01-07,BNI
BCA8560,-105656,2024-01-20,BCA
BNI8561,-123293,2024-01-12,BNI
BCA8562,-104687,2024-01-09,BCA
BRI8563,-106898,2024-01-04,BRI
BRI8564,128642,2024-01-12,BRI
BNI8565,116403,2024-01-30,BNI
Mandiri8566,-127270,2024-01-08,Mandiri
BNI8567,-115122,2024-01-23,BNI
Mandiri8568,112448,2024-01-07,Mandiri
BRI8569,-131074,2024-01-13,BRI
BNI8570,-126539,2024-01-10,BNI
Mandiri8571,126625,2024-01-13,Mandiri
BCA8572,-112772,2024-01-17,BCA
Mandiri8573,-132280,2024-01-07,Mandiri
Mandiri8574,126958,2024-01-24,Mandiri
BRI8575,129064,2024-01-06,BRI
BRI8576,-128576,2024-01-29,BRI
BNI8577,109267,2024-01-21,BNI
BRI8578,123742,2024-01-07,BRI
BCA8579,102984,2024-01-08,BCA
BRI8580,127857,2024-01-28,BRI
BRI8581,-132124,2024-01-25,BRI
Mandiri8582,117683,2024-01-02,Mandiri
BRI8583,106515,2024-01-03,BRI
BNI8584,-127117,2024-01-07,BNI
Mandiri8585,112103,2024-01-19,Mandiri
Mandiri8586,-100762,2024-01-01,Mandiri
Mandiri8587,110413,2024-01-04,Mandiri
BRI8588,114605,2024-01-25,BRI
BCA8589,124812,2024-01-27,BCA
BCA8590,102115,2024-01-09,BCA
BNI8591,-106689,2024-01-23,BNI
Mandiri8592,-115320,2024-01-29,Mandiri
Mandiri8593,-107427,2024-01-15,Mandiri
BNI8594,125387,2024-01-07,BNI
BRI8595,112995,2024-01-09,BRI
BCA8596,122325,2024-01-22,BCA
BRI8597,116737,2024-01-25,BRI
BCA8598,-119817,2024-01-13,BCA
BNI8599,-104490,2024-01-23,BNI
BCA8600,126799,2024-01-29,BCA
BCA8601,122998,2024-01-02,BCA
Mandiri8602,111001,2024-01-27,Mandiri
Mandiri8603,-117929,2024-01-20,Mandiri
BCA8604,102470,2024-01-02,BCA
BNI8605,-100418,2024-01-11,BNI
BRI8606,-109386,2024-01-20,BRI
BRI8607,100978,2024-01-24,BRI
Mandiri8608,111322,2024-01-05,Mandiri
Mandiri8609,110171,2024-01-24,Mandiri
Mandiri8610,-119049,2024-01-25,Mandiri
BCA8611,-111914,2024-01-20,BCA
BCA8612,-124055,2024-01-04,BCA
BCA8613,-120929,2024-01-22,BCA
Mandiri8614,-126954,2024-01-29,Mandiri
BNI8615,-115051,2024-01-30,BNI
BNI8616,-115424,2024-01-22,BNI
Mandiri8617,114780,2024-01-31,Mandiri
BRI8618,-100347,2024-01-11,BRI
BRI8619,-108125,2024-01-22,BRI
BNI8620,126236,2024-01-08,BNI
BCA8621,125243,2024-01-11,BCA
BNI8622,-101831,2024-01-18,BNI
BRI8623,-121875,2024-01-09,BRI
BRI8624,-131233,2024-01-28,BRI
BNI8625,132619,2024-01-01,BNI
BNI8626,123819,2024-01-14,BNI
BCA8627,-107173,2024-01-01,BCA
BNI8628,-125539,2024-01-17,BNI
BNI8629,118778,2024-01-20,BNI
BRI8630,-112347,2024-01-03,BRI
Mandiri8631,-101904,2024-01-23,Mandiri
BRI8632,-105052,2024-01-05,BRI
BNI8633,108298,2024-01-05,BNI
BCA8634,109618,2024-01-31,BCA
BCA8635,-103120,2024-01-21,BCA
BRI8636,-124089,2024-01-27,BRI
BRI8637,-104852,2024-01-22,BRI
BCA8638,-100540,2024-01-24,BCA
BRI8639,102201,2024-01-14,BRI
BNI8640,105673,2024-01-22,BNI
BRI8641,110210,2024-01-05,BRI
Mandiri8642,-115203,2024-01-27,Mandiri
BRI8643,101785,2024-01-06,BRI
Mandiri8644,-112036,2024-01-14,Mandiri
BNI8645,101963,2024-01-21,BNI
Mandiri8646,107037,2024-01-13,Mandiri
BRI8647,-113423,2024-01-18,BRI
BNI8648,128157,2024-01-31,BNI
BNI8649,124589,2024-01-15,BNI
BCA8650,125809,2024-01-27,BCA
BRI8651,-118568,2024-01-11,BRI
BCA8652,-131433,2024-01-12,BCA
BRI8653,107821,2024-01-09,BRI
BCA8654,-108620,2024-01-09,BCA
Mandiri8655,122941,2024-01-09,Mandiri
BCA8656,-122891,2024-01-17,BCA
BNI8657,123983,2024-01-08,BNI
BCA8658,102950,2024-01-15,BCA
BCA8659,123023,2024-01-21,BCA
Mandiri8660,-106629,2024-01-03,Mandiri
BNI8661,-108436,2024-01-28,BNI
BRI8662,-113843,2024-01-29,BRI
BRI8663,114718,2024-01-10,BRI
BNI8664,-118847,2024-01-31,BNI
BCA8665,-115254,2024-01-06,BCA
BRI8666,127148,2024-01-23,BRI
BCA8667,-126796,2024-01-27,BCA
BNI8668,129333,2024-01-19,BNI
BRI8669,-132261,2024-01-27,BRI
BCA8670,-123482,2024-01-24,BCA
BCA8671,114230,2024-01-22,BCA
Mandiri8672,-113379,2024-01-14,Mandiri
BRI8673,101568,2024-01-17,BRI
BNI8674,110566,2024-01-19,BNI
BNI8675,120012,2024-01-29,BNI
BCA8676,-116977,2024-01-20,BCA
BNI8677,-120019,2024-01-09,BNI
BNI8678,-119650,2024-01-18,BNI
BCA8679,-114613,2024-01-02,BCA
BNI8680,121757,2024-01-19,BNI
BCA8681,122196,2024-01-17,BCA
BNI8682,128149,2024-01-21,BNI
Mandiri8683,118245,2024-01-18,Mandiri
BCA8684,-122347,2024-01-31,BCA
BNI8685,101723,2024-01-01,BNI
BCA8686,-116362,2024-01-30,BCA
BCA8687,113401,2024-01-07,BCA
BRI8688,124301,2024-01-19,BRI
BCA8689,-108005,2024-01-07,BCA
BRI8690,122070,2024-01-06,BRI
Mandiri8691,123481,2024-01-01,Mandiri
BNI8692,-114834,2024-01-25,BNI
BCA8693,-123848,2024-01-13,BCA
BRI8694,-107691,2024-01-16,BRI
BCA8695,-128779,2024-01-04,BCA
Mandiri8696,-107729,2024-01-06,Mandiri
BRI8697,-109684,2024-01-20,BRI
Mandiri8698,-126368,2024-01-13,Mandiri
BNI8699,130135,2024-01-01,BNI
BRI8700,118035,2024-01-03,BRI
BRI8701,-123246,2024-01-28,BRI
BNI8702,-110141,2024-01-01,BNI
BRI8703,-129823,2024-01-01,BRI
BNI8704,-102403,2024-01-01,BNI
BNI8705,112268,2024-01-12,BNI
Mandiri8706,127049,2024-01-23,Mandiri
BNI8707,-110587,2024-01-18,BNI
BCA8708,113877,2024-01-26,BCA
BRI8709,108273,2024-01-14,BRI
BCA8710,102610,2024-01-16,BCA
BRI8711,-110103,2024-01-20,BRI
BNI8712,-117175,2024-01-19,BNI
BNI8713,124102,2024-01-14,BNI
BRI8714,114688,2024-01-17,BRI
Mandiri8715,-111308,2024-01-20,Mandiri
BCA8716,-106490,2024-01-30,BCA
Mandiri8717,122813,2024-01-05,Mandiri
BRI8718,-126104,2024-01-01,BRI
BRI8719,108030,2024-01-22,BRI
BCA8720,102911,2024-01-19,BCA
Mandiri8721,-114246,2024-01-25,Mandiri
BRI8722,100177,2024-01-01,BRI
Mandiri8723,131899,2024-01-18,Mandiri
BRI8724,-116451,2024-01-10,BRI
BRI8725,-124301,2024-01-05,BRI
